"year","geoid","name","geography_level","road_rage_incidents","road_rage_shootings","victims_killed","victims_injured","victims_shot","suspects_killed","suspects_injured","suspects_shot","total_killed","total_injured","total_shot","incident_rate_100k","shooting_rate_100k","population","state_code","region","division"
2023,34620,"Muncie, IN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,112448,"NA","NA","NA"
2024,34620,"Muncie, IN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,112951,"NA","NA","NA"
2020,34680,"Georgetown, SC","cbsa",1,1,2,1,3,0,0,0,2,1,3,1.57465436336724,1.57465436336724,63506,"NA","NA","NA"
2021,34680,"Georgetown, SC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,63991,"NA","NA","NA"
2022,34680,"Georgetown, SC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,64722,"NA","NA","NA"
2023,34680,"Murrells Inlet, SC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,65812,"NA","NA","NA"
2024,34680,"Murrells Inlet, SC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,66035,"NA","NA","NA"
2020,34740,"Muskegon, MI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,175848,"NA","NA","NA"
2021,34740,"Muskegon, MI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,176612,"NA","NA","NA"
2022,34740,"Muskegon, MI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,176565,"NA","NA","NA"
2023,34740,"Muskegon-Norton Shores, MI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,176476,"NA","NA","NA"
2024,34740,"Muskegon-Norton Shores, MI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,177428,"NA","NA","NA"
2020,34780,"Muskogee, OK","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,66241,"NA","NA","NA"
2021,34780,"Muskogee, OK","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,66255,"NA","NA","NA"
2022,34780,"Muskogee, OK","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,66354,"NA","NA","NA"
2023,34780,"Muskogee, OK","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,66656,"NA","NA","NA"
2024,34780,"Muskogee, OK","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,66752,"NA","NA","NA"
2020,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,491902,"NA","NA","NA"
2021,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC","cbsa",1,1,0,0,0,1,0,1,1,0,1,0.195761757940586,0.195761757940586,510825,"NA","NA","NA"
2022,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,536165,"NA","NA","NA"
2023,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC","cbsa",1,1,1,1,2,0,0,0,1,1,2,0.251020397917535,0.251020397917535,398374,"NA","NA","NA"
2024,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC","cbsa",1,1,1,0,1,0,0,0,1,0,1,0.241901734677339,0.241901734677339,413391,"NA","NA","NA"
2020,34860,"Nacogdoches, TX","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,64619,"NA","NA","NA"
2021,34860,"Nacogdoches, TX","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,64699,"NA","NA","NA"
2022,34860,"Nacogdoches, TX","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,64862,"NA","NA","NA"
2023,34860,"Nacogdoches, TX","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,65636,"NA","NA","NA"
2024,34860,"Nacogdoches, TX","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,65728,"NA","NA","NA"
2020,34900,"Napa, CA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,137485,"NA","NA","NA"
2021,34900,"Napa, CA","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.734182047780568,0.734182047780568,136206,"NA","NA","NA"
2022,34900,"Napa, CA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,134300,"NA","NA","NA"
2023,34900,"Napa, CA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,133444,"NA","NA","NA"
2024,34900,"Napa, CA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,132727,"NA","NA","NA"
2020,34940,"Naples-Marco Island, FL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,377293,"NA","NA","NA"
2021,34940,"Naples-Marco Island, FL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,387241,"NA","NA","NA"
2022,34940,"Naples-Marco Island, FL","cbsa",2,2,0,2,2,0,0,0,0,2,2,0.50252013849455,0.50252013849455,397994,"NA","NA","NA"
2023,34940,"Naples-Marco Island, FL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,410065,"NA","NA","NA"
2024,34940,"Naples-Marco Island, FL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,416233,"NA","NA","NA"
2020,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN","cbsa",11,7,2,6,8,0,1,1,2,7,9,0.550914242184906,0.350581790481304,1996681,"NA","NA","NA"
2021,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN","cbsa",22,11,2,10,12,0,0,0,2,10,12,1.09387212833706,0.546936064168528,2011204,"NA","NA","NA"
2022,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN","cbsa",5,5,2,3,5,0,0,0,2,3,5,0.244280418286246,0.244280418286246,2046828,"NA","NA","NA"
2023,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN","cbsa",10,10,3,5,8,2,0,2,5,5,10,0.473040029593384,0.473040029593384,2113986,"NA","NA","NA"
2024,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN","cbsa",8,8,1,8,9,0,0,0,1,8,9,0.371997342078991,0.371997342078991,2150553,"NA","NA","NA"
2020,35060,"Natchitoches, LA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,37388,"NA","NA","NA"
2021,35060,"Natchitoches, LA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,36995,"NA","NA","NA"
2022,35060,"Natchitoches, LA","cbsa",1,1,0,1,1,0,0,0,0,1,1,2.72754548182091,2.72754548182091,36663,"NA","NA","NA"
2023,35060,"Natchitoches, LA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,36391,"NA","NA","NA"
2024,35060,"Natchitoches, LA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,35982,"NA","NA","NA"
2020,35300,"New Haven-Milford, CT","cbsa",1,0,0,0,0,0,0,0,0,0,0,0.115843444535317,0,863234,"NA","NA","NA"
2021,35300,"New Haven-Milford, CT","cbsa",2,0,0,0,0,0,0,0,0,0,0,0.230113054543697,0,869138,"NA","NA","NA"
2022,35300,"New Haven-Milford, CT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,869527,"NA","NA","NA"
2023,35300,"New Haven, CT","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.174544743672317,0.174544743672317,572919,"NA","NA","NA"
2024,35300,"New Haven, CT","cbsa",2,2,1,1,2,0,0,0,1,1,2,0.346789938930292,0.346789938930292,576718,"NA","NA","NA"
2020,35380,"New Orleans-Metairie, LA","cbsa",7,6,2,5,7,0,1,1,2,6,8,0.551091712682825,0.472364325156707,1270206,"NA","NA","NA"
2021,35380,"New Orleans-Metairie, LA","cbsa",6,4,1,3,4,0,0,0,1,3,4,0.475093613237375,0.316729075491583,1262909,"NA","NA","NA"
2022,35380,"New Orleans-Metairie, LA","cbsa",1,1,1,0,1,0,0,0,1,0,1,0.0802454869938115,0.0802454869938115,1246176,"NA","NA","NA"
2023,35380,"New Orleans-Metairie, LA","cbsa",5,5,0,5,5,0,0,0,0,5,5,0.516953489694532,0.516953489694532,967205,"NA","NA","NA"
2024,35380,"New Orleans-Metairie, LA","cbsa",2,2,0,2,2,0,0,0,0,2,2,0.206990054127899,0.206990054127899,966230,"NA","NA","NA"
2020,35620,"New York-Newark-Jersey City, NY-NJ-PA","cbsa",15,8,6,2,8,0,0,0,6,2,8,0.0748171245025783,0.0399024664013751,20048886,"NA","NA","NA"
2021,35620,"New York-Newark-Jersey City, NY-NJ-PA","cbsa",13,9,4,5,9,0,0,0,4,5,9,0.0657416113956712,0.0455134232739262,19774386,"NA","NA","NA"
2022,35620,"New York-Newark-Jersey City, NY-NJ-PA","cbsa",13,13,2,11,13,0,1,1,2,12,14,0.0662661168753854,0.0662661168753854,19617869,"NA","NA","NA"
2023,35620,"New York-Newark-Jersey City, NY-NJ","cbsa",7,7,3,7,10,0,1,1,3,8,11,0.0354845935779678,0.0354845935779678,19726871,"NA","NA","NA"
2024,35620,"New York-Newark-Jersey City, NY-NJ","cbsa",6,6,1,7,8,0,1,1,1,8,9,0.0300898573409774,0.0300898573409774,19940274,"NA","NA","NA"
2020,35660,"Niles, MI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,154183,"NA","NA","NA"
2021,35660,"Niles, MI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,153377,"NA","NA","NA"
2022,35660,"Niles, MI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,152900,"NA","NA","NA"
2023,35660,"Niles, MI","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.65508905935762,0.65508905935762,152651,"NA","NA","NA"
2024,35660,"Niles, MI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,152703,"NA","NA","NA"
2020,35820,"North Platte, NE","cbsa",1,0,0,0,0,0,0,0,0,0,0,2.80536385569208,0,35646,"NA","NA","NA"
2021,35820,"North Platte, NE","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,35144,"NA","NA","NA"
2022,35820,"North Platte, NE","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,34732,"NA","NA","NA"
2023,35820,"North Platte, NE","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,34118,"NA","NA","NA"
2024,35820,"North Platte, NE","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,34013,"NA","NA","NA"
2020,35840,"North Port-Sarasota-Bradenton, FL","cbsa",3,0,0,0,0,0,0,0,0,0,0,0.35808068751492,0,837800,"NA","NA","NA"
2021,35840,"North Port-Sarasota-Bradenton, FL","cbsa",1,1,1,0,1,0,0,0,1,0,1,0.116006050875614,0.116006050875614,862024,"NA","NA","NA"
2022,35840,"North Port-Sarasota-Bradenton, FL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,891411,"NA","NA","NA"
2023,35840,"North Port-Bradenton-Sarasota, FL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,916536,"NA","NA","NA"
2024,35840,"North Port-Bradenton-Sarasota, FL","cbsa",3,3,2,1,3,0,0,0,2,1,3,0.320870714771604,0.320870714771604,934956,"NA","NA","NA"
2020,35900,"North Wilkesboro, NC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,65904,"NA","NA","NA"
2021,35900,"North Wilkesboro, NC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,65818,"NA","NA","NA"
2022,35900,"North Wilkesboro, NC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,65784,"NA","NA","NA"
2023,35900,"North Wilkesboro, NC","cbsa",1,1,0,1,1,0,0,0,0,1,1,1.51476134934941,1.51476134934941,66017,"NA","NA","NA"
2024,35900,"North Wilkesboro, NC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,66186,"NA","NA","NA"
2020,35980,"Norwich-New London, CT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,267680,"NA","NA","NA"
2021,35980,"Norwich-New London, CT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,268300,"NA","NA","NA"
2022,35980,"Norwich-New London, CT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,268681,"NA","NA","NA"
2023,35980,"Norwich-New London-Willimantic, CT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,280622,"NA","NA","NA"
2024,35980,"Norwich-New London-Willimantic, CT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,282602,"NA","NA","NA"
2020,36100,"Ocala, FL","cbsa",1,0,0,0,0,0,0,0,0,0,0,0.264929436044709,0,377459,"NA","NA","NA"
2021,36100,"Ocala, FL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,385084,"NA","NA","NA"
2022,36100,"Ocala, FL","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.252260888210587,0.252260888210587,396415,"NA","NA","NA"
2023,36100,"Ocala, FL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,412338,"NA","NA","NA"
2024,36100,"Ocala, FL","cbsa",1,0,0,0,0,0,0,0,0,0,0,0.233151863466269,0,428905,"NA","NA","NA"
2020,36140,"Ocean City, NJ","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,95040,"NA","NA","NA"
2021,36140,"Ocean City, NJ","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,95768,"NA","NA","NA"
2022,36140,"Ocean City, NJ","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,95634,"NA","NA","NA"
2020,36220,"Odessa, TX","cbsa",1,0,0,0,0,0,0,0,0,0,0,0.604284376227453,0,165485,"NA","NA","NA"
2021,36220,"Odessa, TX","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,160764,"NA","NA","NA"
2022,36220,"Odessa, TX","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,160869,"NA","NA","NA"
2023,36220,"Odessa, TX","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,165450,"NA","NA","NA"
2024,36220,"Odessa, TX","cbsa",2,2,0,2,2,0,0,0,0,2,2,1.17631835880063,1.17631835880063,170022,"NA","NA","NA"
2020,36260,"Ogden-Clearfield, UT","cbsa",2,0,0,0,0,0,0,0,0,0,0,0.286925521307807,0,697045,"NA","NA","NA"
2021,36260,"Ogden-Clearfield, UT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,706394,"NA","NA","NA"
2022,36260,"Ogden-Clearfield, UT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,713839,"NA","NA","NA"
2023,36260,"Ogden, UT","cbsa",2,2,0,2,2,0,0,0,0,2,2,0.30297521662728,0.30297521662728,660120,"NA","NA","NA"
2024,36260,"Ogden, UT","cbsa",1,1,1,0,1,0,0,0,1,0,1,0.149772121716808,0.149772121716808,667681,"NA","NA","NA"
2020,36420,"Oklahoma City, OK","cbsa",6,4,0,4,4,0,0,0,0,4,4,0.419623262235165,0.27974884149011,1429854,"NA","NA","NA"
2021,36420,"Oklahoma City, OK","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,1443587,"NA","NA","NA"
2022,36420,"Oklahoma City, OK","cbsa",9,9,5,5,10,0,1,1,5,6,11,0.616700242568762,0.616700242568762,1459380,"NA","NA","NA"
2023,36420,"Oklahoma City, OK","cbsa",4,4,2,2,4,0,0,0,2,2,4,0.27000027000027,0.27000027000027,1481480,"NA","NA","NA"
2024,36420,"Oklahoma City, OK","cbsa",4,4,0,6,6,0,0,0,0,6,6,0.267054607993879,0.267054607993879,1497821,"NA","NA","NA"
2020,36460,"Olean, NY","cbsa",1,0,0,0,0,0,0,0,0,0,0,1.29883624272652,0,76992,"NA","NA","NA"
2021,36460,"Olean, NY","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,76650,"NA","NA","NA"
2022,36460,"Olean, NY","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,76439,"NA","NA","NA"
2023,36460,"Olean, NY","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,75680,"NA","NA","NA"
2024,36460,"Olean, NY","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,75475,"NA","NA","NA"
2020,36500,"Olympia-Lacey-Tumwater, WA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,295988,"NA","NA","NA"
2021,36500,"Olympia-Lacey-Tumwater, WA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,298078,"NA","NA","NA"
2022,36500,"Olympia-Lacey-Tumwater, WA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,298758,"NA","NA","NA"
2023,36500,"Olympia-Lacey-Tumwater, WA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,299519,"NA","NA","NA"
2024,36500,"Olympia-Lacey-Tumwater, WA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,302912,"NA","NA","NA"
2020,36540,"Omaha-Council Bluffs, NE-IA","cbsa",2,1,0,1,1,0,0,0,0,1,1,0.206381949009212,0.103190974504606,969077,"NA","NA","NA"
2021,36540,"Omaha-Council Bluffs, NE-IA","cbsa",2,2,0,2,2,0,0,0,0,2,2,0.205611550434457,0.205611550434457,972708,"NA","NA","NA"
2022,36540,"Omaha-Council Bluffs, NE-IA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,976671,"NA","NA","NA"
2023,36540,"Omaha, NE-IA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,988866,"NA","NA","NA"
2024,36540,"Omaha, NE-IA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,1001010,"NA","NA","NA"
2020,36620,"Ontario, OR-ID","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,57233,"NA","NA","NA"
2021,36620,"Ontario, OR-ID","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,58086,"NA","NA","NA"
2022,36620,"Ontario, OR-ID","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,58835,"NA","NA","NA"
2023,36620,"Ontario, OR-ID","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,59546,"NA","NA","NA"
2024,36620,"Ontario, OR-ID","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,59977,"NA","NA","NA"
2020,36660,"Opelousas, LA","cbsa",1,1,0,1,1,0,0,0,0,1,1,1.21503730164516,1.21503730164516,82302,"NA","NA","NA"
2021,36660,"Opelousas, LA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,82283,"NA","NA","NA"
2022,36660,"Opelousas, LA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,81773,"NA","NA","NA"
2023,36660,"Opelousas, LA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,81329,"NA","NA","NA"
2024,36660,"Opelousas, LA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,80869,"NA","NA","NA"
2020,36700,"Orangeburg, SC","cbsa",1,0,0,0,0,0,0,0,0,0,0,1.19110010005241,0,83956,"NA","NA","NA"
2021,36700,"Orangeburg, SC","cbsa",1,1,0,1,1,0,0,0,0,1,1,1.20775864151308,1.20775864151308,82798,"NA","NA","NA"
2022,36700,"Orangeburg, SC","cbsa",1,1,0,1,1,0,0,0,0,1,1,1.20345632656991,1.20345632656991,83094,"NA","NA","NA"
2023,36700,"Orangeburg, SC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,83148,"NA","NA","NA"
2024,36700,"Orangeburg, SC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,83129,"NA","NA","NA"
2020,36740,"Orlando-Kissimmee-Sanford, FL","cbsa",5,3,2,2,4,0,0,0,2,2,4,0.186545377349586,0.111927226409751,2680313,"NA","NA","NA"
2021,36740,"Orlando-Kissimmee-Sanford, FL","cbsa",2,2,0,2,2,0,0,0,0,2,2,0.0740960559039923,0.0740960559039923,2699199,"NA","NA","NA"
2022,36740,"Orlando-Kissimmee-Sanford, FL","cbsa",3,3,1,2,3,0,0,0,1,2,3,0.108531203806406,0.108531203806406,2764182,"NA","NA","NA"
2023,36740,"Orlando-Kissimmee-Sanford, FL","cbsa",3,3,0,3,3,0,0,0,0,3,3,0.104728710747679,0.104728710747679,2864544,"NA","NA","NA"
2024,36740,"Orlando-Kissimmee-Sanford, FL","cbsa",6,6,2,4,6,0,1,1,2,5,7,0.204046028703155,0.204046028703155,2940513,"NA","NA","NA"
2020,36780,"Oshkosh-Neenah, WI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,171800,"NA","NA","NA"
2021,36780,"Oshkosh-Neenah, WI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,170554,"NA","NA","NA"
2022,36780,"Oshkosh-Neenah, WI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,170718,"NA","NA","NA"
2023,36780,"Oshkosh-Neenah, WI","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.581040643793033,0.581040643793033,172105,"NA","NA","NA"
2024,36780,"Oshkosh-Neenah, WI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,173307,"NA","NA","NA"
2020,36980,"Owensboro, KY","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,121630,"NA","NA","NA"
2021,36980,"Owensboro, KY","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,121350,"NA","NA","NA"
2022,36980,"Owensboro, KY","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,121348,"NA","NA","NA"
2023,36980,"Owensboro, KY","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,113003,"NA","NA","NA"
2024,36980,"Owensboro, KY","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,113583,"NA","NA","NA"
2020,37100,"Oxnard-Thousand Oaks-Ventura, CA","cbsa",1,0,0,0,0,0,0,0,0,0,0,0.118580355978229,0,843310,"NA","NA","NA"
2021,37100,"Oxnard-Thousand Oaks-Ventura, CA","cbsa",2,1,0,1,1,0,0,0,0,1,1,0.238277350069934,0.119138675034967,839358,"NA","NA","NA"
2022,37100,"Oxnard-Thousand Oaks-Ventura, CA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,832605,"NA","NA","NA"
2023,37100,"Oxnard-Thousand Oaks-Ventura, CA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,833071,"NA","NA","NA"
2024,37100,"Oxnard-Thousand Oaks-Ventura, CA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,835427,"NA","NA","NA"
2020,37220,"Pahrump, NV","cbsa",1,1,0,1,1,0,0,0,0,1,1,1.92455735180908,1.92455735180908,51960,"NA","NA","NA"
2021,37220,"Pahrump, NV","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,53277,"NA","NA","NA"
2022,37220,"Pahrump, NV","cbsa",2,2,0,2,2,0,2,2,0,4,4,3.65376886258175,3.65376886258175,54738,"NA","NA","NA"
2023,37220,"Pahrump, NV","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,55708,"NA","NA","NA"
2024,37220,"Pahrump, NV","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,55990,"NA","NA","NA"
2020,37260,"Palatka, FL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,73376,"NA","NA","NA"
2021,37260,"Palatka, FL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,74059,"NA","NA","NA"
2022,37260,"Palatka, FL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,74731,"NA","NA","NA"
2023,37260,"Palatka, FL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,76211,"NA","NA","NA"
2024,37260,"Palatka, FL","cbsa",1,1,0,1,1,0,0,0,0,1,1,1.29364432542917,1.29364432542917,77301,"NA","NA","NA"
2020,37340,"Palm Bay-Melbourne-Titusville, FL","cbsa",1,0,0,0,0,0,0,0,0,0,0,0.164281032276294,0,608713,"NA","NA","NA"
2021,37340,"Palm Bay-Melbourne-Titusville, FL","cbsa",1,0,0,0,0,0,0,0,0,0,0,0.161879878654843,0,617742,"NA","NA","NA"
2022,37340,"Palm Bay-Melbourne-Titusville, FL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,630693,"NA","NA","NA"
2023,37340,"Palm Bay-Melbourne-Titusville, FL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,646705,"NA","NA","NA"
2024,37340,"Palm Bay-Melbourne-Titusville, FL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,658447,"NA","NA","NA"
2020,37460,"Panama City, FL","cbsa",1,0,0,0,0,0,0,0,0,0,0,0.573046198984562,0,174506,"NA","NA","NA"
2021,37460,"Panama City, FL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,179498,"NA","NA","NA"
2022,37460,"Panama City, FL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,185134,"NA","NA","NA"
2023,37460,"Panama City-Panama City Beach, FL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,217967,"NA","NA","NA"
2024,37460,"Panama City-Panama City Beach, FL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,226221,"NA","NA","NA"
2020,37660,"Parsons, KS","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,20165,"NA","NA","NA"
2021,37660,"Parsons, KS","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,19929,"NA","NA","NA"
2022,37660,"Parsons, KS","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,19757,"NA","NA","NA"
2020,37860,"Pensacola-Ferry Pass-Brent, FL","cbsa",1,0,0,0,0,0,0,0,0,0,0,0.195488133870274,0,511540,"NA","NA","NA"
2021,37860,"Pensacola-Ferry Pass-Brent, FL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,517263,"NA","NA","NA"
2022,37860,"Pensacola-Ferry Pass-Brent, FL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,523146,"NA","NA","NA"
2023,37860,"Pensacola-Ferry Pass-Brent, FL","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.188110300355717,0.188110300355717,531603,"NA","NA","NA"
2024,37860,"Pensacola-Ferry Pass-Brent, FL","cbsa",1,1,1,0,1,0,0,0,1,0,1,0.185553543330463,0.185553543330463,538928,"NA","NA","NA"
2020,37900,"Peoria, IL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,401375,"NA","NA","NA"
2021,37900,"Peoria, IL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,398832,"NA","NA","NA"
2022,37900,"Peoria, IL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,396466,"NA","NA","NA"
2023,37900,"Peoria, IL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,363874,"NA","NA","NA"
2024,37900,"Peoria, IL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,364565,"NA","NA","NA"
2020,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","cbsa",5,2,0,2,2,0,1,1,0,3,3,0.0801084347773146,0.0320433739109258,6241540,"NA","NA","NA"
2021,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","cbsa",4,4,2,2,4,0,0,0,2,2,4,0.0639660212495123,0.0639660212495123,6253320,"NA","NA","NA"
2022,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","cbsa",19,19,7,13,20,1,1,2,8,14,22,0.304430391510302,0.304430391510302,6241164,"NA","NA","NA"
2023,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","cbsa",20,20,6,15,21,1,2,3,7,17,24,0.318425601927876,0.318425601927876,6280902,"NA","NA","NA"
2024,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","cbsa",16,16,3,17,20,0,2,2,3,19,22,0.252747763103313,0.252747763103313,6330422,"NA","NA","NA"
2020,38060,"Phoenix-Mesa-Chandler, AZ","cbsa",16,11,2,10,12,0,0,0,2,10,12,0.328563818798697,0.225887625424104,4869678,"NA","NA","NA"
